id,text,target,flesch_reading,dale_chall,coleman_liau,mcalpine_eflaw,wrd_cnt,sen_cnt,syl_cnt,polysyl_cnt,avg_wrd_per_sen,avg_syl_per_wrd,ttr,rttr,cttr,mtld75
139,"
                 It seems to be rather obvious that social networks have become a key aspect of today's society, specially among millenials. Teenagers all over the world have started sharing their personal live's on these internet spaces at a suprisingly rapid pace, something that has proven itself to be a dramatic change on the way they interact with each other. However, what could this possibly imply? An increasing attachment to electronic devices and the need to instantly show your internet network the latest news could result in fewer real life interactions with the people around them. Relationships are all of a sudden no longer based on trust or mutual interests, but rather on who's got the most ""online friends"" or ""followers""; It is all about demonstrating how good your life is in order to make other people envy you or be miserable, since they feel they could never have the same amazing experiences. Despite these worrying aspects, social networks are also a way of giving social introverts a way to reach out to people, proving themselves as useful tools, not only for them but also for people who would have never met otherwise. Overall, social networks have got both good and bad qualities, it all comes down to the use that it's made of them. ",0.6999999999999998,49.08,9.3,10.8,41.1,213.0,7.0,316.0,27.0,30.428571428571427,1.483568075117371,0.6405529953917051,9.435934842899616,6.672213514248738,115.33569712242864
140,"
                 It's only a dream for me but, if it happened, you'll find my projects. I woud first continue helping my children as in their private life than professional. After that I would try to enjoy the end of my life whith bying a boot for traveling on the rivers with my wife but not on the sees because I am always sick. Of course I need also a new car for carrying the boot. I would buy a new horse  and some meadows because the mine begin to be old, he is 23. And finaly I would buy a little house in the center off a little city with shops in the suburbs for living quiently our last years without having to always call the chidren. It isn't the same dream as Martin LK but it's my dream. {initial}{initial} ",0.19999999999999998,76.66,7.35,5.51,29.9,139.0,7.0,177.0,5.0,19.857142857142858,1.2733812949640289,0.6363636363636364,7.6098022910645255,5.380942803500652,52.33986928104575
141,"
                 The best book I've ever read in my life is the Holy Quran because it is the book i've ever read completely. It is full of love, forgiveness, and pity. The words of God are the most wonderful words in the world. The Holy Quran learns to us a full of qualities. To pray god and love our human brothers and all kind of life on the planet. It is learn to us the rules to live together in peace and respect of eachother.that is why I love this book. ",0.25,92.22,6.38,3.99,19.6,90.0,7.0,108.0,5.0,12.857142857142858,1.2,0.5483870967741935,5.288453643125169,3.739501433044509,40.56382978723404
142,"
                 Any people agree with this question but as I'm concerned, i don't think so. Studying abroad can be beneficial for our language level or to improve our ability to adapt a new milieu. But I tend that it mustn't be compulsory. Most of the people needn't to learn foreign language for their future job. Furthermore, I would argue that any people don't want to leave their friend, their family and their university to study in a foreign country. It's also possible that the study level is better in their country than abroad, therefore it isn't interesting to leave. Taking everything into consideration, i don't say that studying abroad is harmful. On the contrary, I'm convinced that it can be a great experience but I tend to think that it shouldn't be a compulsory part of education. ",0.39999999999999997,62.68,7.03,8.99,23.9,136.0,8.0,202.0,13.0,17.0,1.4852941176470589,0.5547945205479452,6.70360769767918,4.740166461443288,55.050588235294114
143,"
                 I would try to convice poilitics that our productions's method is way less efficient than other methods. As an example, permacultural production of food which try to work with the nature instead of working against, has already prooved his ability to feed a good amount of population without causing any damages to the nature we're living in. It goes even more than than the only production of food. Indeed, the idea is to help the nature by recreate nice conditions for her to expand herself. This method is a good response to deserts due only to abusive deforestation. We can apply this method for ourserlves, but the deal is becoming so much important that we have to implicate politics into that matter. It might be hard, as this new method can't be used for big marchandizing and only work at local level. That is why anybody can start to practise on they own, wherever there are -even in cities - but they must keep in mind that the idea must appear at a largest level. ",0.39999999999999997,66.27,7.71,8.76,30.4,174.0,8.0,246.0,18.0,21.75,1.4137931034482758,0.6497175141242938,8.643929322032532,6.11218103970644,82.85106382978724
144,"
                 If i have to imagine my life in the future, it would probably looks like an adventure life. My childhood dream was to discover the world and learn about new culture in different country. So i hope that in 10 years, i will discovered so many beautiful landscape and met people who changed my life, with their culture, as i changed their. ",0.25,75.84,7.21,7.78,29.7,62.0,3.0,82.0,6.0,20.666666666666668,1.3225806451612903,0.7377049180327869,5.761659596980319,4.074108571913333,61.0
145,"
                 If I had the chance to won 1 million euros, I would give a part at associations for children who are so hungry in Africa for exemple and also for animals. I'm obviously going to use it to do some shopping with my sister, just to buy what we want and also to travel around the world. I really would like to discover new culture, new people, beautiful landscapes and just enjoy the peace on high moutains. I also would like to use it to buy a house in Switzerland just in front of the Lake, it's just a dream for me. I would give money to my parents because they had done it for me before and also to my sister to facilitate her life. But I wouldn't stop working, I would stay in the active life and mostly continue a 'normal life'. ",0.3,72.5,6.91,5.98,36.0,144.0,6.0,193.0,9.0,24.0,1.3402777777777777,0.589041095890411,7.117410641980364,5.032769329433615,53.08680877355576
146,"
                 In the month of September, it was my friend's birthday, she was 60 years old. She doesn't want a special feast, then we decided to make a court trip, 3 days in Tyrol, at Lermoos, she and me and the two husbands. We have choiced a typical Hotel, a chalet in hood with vieuw on the mountain. The food was delicious. We have made an excursion in Garmich Partenkirchen to see the spring-board for ski jumping. It was famous. We also went to the top of the Mount Zugspitze with the cable. The vieuw was splendid. We have also visited the Linderhof castle. It was to short, but we have had many pleasure. ",0.15,85.39,7.69,5.43,17.2,113.0,10.0,144.0,7.0,11.3,1.2743362831858407,0.6460176991150443,6.86726233920026,4.855887768235497,56.5
147,"
                 Over the last few years, there has been growing concern about environmental issues. The challenges we are now facing offer unprecedented opportunities to move towards sustainable development. The easiest way to lower our ecological footprint is the selective sorting of waste. This doesn't take more time than using a general dustbin while it permits a more optimal recycling. On the other hand, as students in Belgium, we have access to intensive public transportation. Moreover, this user-friendly environment is cheaper than using your own car and contributes to global CO2 reduction. For those who do not need to travel on large distances, it is even better to use the bicylce or go by walk. There are many options to try promoting respectful development and take care of our planet in order to preserve it for the next generations. ",0.6333333333333333,54.12,9.33,11.42,24.0,137.0,8.0,220.0,21.0,17.125,1.6058394160583942,0.7608695652173914,8.93819357296686,6.3202572870028835,144.2727272727273
148,"
                 I think the most important is to feel happy with your work, whatever your salary. Why earn money if you feel miserable and depressed ? In my opinion, that isn't the recipe of the happiness. Money is just a sheet of paper with numbers onto it, it's just silly to think money is a goal. Money is just a tool which is important to build your project alone. You don't need money if you've a lot of friends because your friends can helps you too. If you want to earn a lot of money, you can try Monopoly with your friends. You'll preserve your health, your good mood and your friend. ",0.3,82.85,6.33,5.85,19.1,110.0,8.0,139.0,6.0,13.75,1.2636363636363637,0.5565217391304348,5.968030772738008,4.220035029733037,35.42075163398693
149,"
                 3 years ago, I went to New-York in June. It was my best holiday at all because this famous city that never sleep is a wonderfull  city ! I went there with my parents and my little brother. Every morning we went to a Starbuck to eat bagels and to drink a coffee like a real New-Yorker. We saw a lot of famous places like Times Square, China town, and so one. We also saw many places of movies, it was very cool ! The squiels in Central park are so cute and Central park is a place so beautifull; we went there to relax us. I have kept a really good memory of this travel ! ",0.25,82.34,6.7,4.46,20.8,114.0,8.0,143.0,5.0,14.25,1.2543859649122806,0.6460176991150443,6.86726233920026,4.855887768235497,60.44024577572964
150,"
                 Study abroad will allways be an interesting way to learn foreign langages, other peoples and ways of life.  Meanwhile, you can't oblige someone to be interested by those matters.  In such a case, it will be a loss of time and money.  I prefer someone, maybe with a limited ambition for his carreer, studying in his country because he will feel free, moving in his familial neighbourood, remaining in good conditions for his scolarity.  Leaving your cocoon, your family, your friends, your country to study abroad could be felt by a boy (or a girl) like jumping from a plane without a parachute!  It's not always the case.  Some students go away with friends.  Some others are so strongly motivated that they don't be afraid of that big jump! ",0.39999999999999997,72.05,7.62,8.64,22.0,129.0,8.0,180.0,10.0,16.125,1.3953488372093024,0.7045454545454546,8.094611001939949,5.723754330538972,97.1219512195122
151,"
                 Nowadays, more and more people tend to think that the internet and social networks are a good way to socialize and meet new people.  However, in my opinion the social networks isolate people who use it. It is generally accepted that when you use the internet or social networks, you can easily meet people and speak a lot with them.  Nevertheless, I think that is fake.  In front of your computer you can't see the emotion that your friends have on their face.  The better way to socialize and to talk to people is in a bar, your sport club or other activities.  For instance, when you have a hassle with a friend it's better to talk face to face.  Indeed, on your computer you have the time to think what you'll respond.  Face to face you have to react directcly I find it better. Moreover, I would argue that social networks and the internet can be very dangerous.  Indeed, some people are weakly and other people are stronger in their mind.  The internet is a good way for those stronger people to threaten the weak people who prefer using the internet because they're shy. However, sometimes the internet can have a positive impact on relationships.  Indeed, that's the easiest way to speak and socialize.  Indeed, you can't always see people.  Then, your smartphone is in your pocket in you can easily talk to a friend who's maybe abroad. To sum up, I will say that social media can have positive and negative impacts.  we have to be very carefully when we use social media if we want its to have positive impacts.  Internet can be easily misused and some people can be hurted.  However, we have to adapt our way of life in this new world with all that technologies. ",0.6333333333333333,73.07,6.59,7.47,21.4,301.0,20.0,425.0,32.0,15.05,1.4119601328903655,0.40584415584415584,7.122536028727372,5.036393525158627,50.15547945205479
152,"
                 Each day we can hear stronger the sentence ""We are what we eat"". We keep on seeing on the news how in developed countries there are higher percentages of obese children. Usually, we can see those kids eating a hamburger-fries-soda menu of any well-know food chain. Is it what we want for our present and future? As I can see it, I agree completely with the statement proposed: eating a balanced diet is the most important factor for a healthy life. It doesn't mean that it is not allowed to eat a menu as the above described, but not everyday nor everyweek! When we eat a balanced diet we give our organism all the vitamins, antioxidants, essential oils, ions,... that it needs without necessity of supplementary pills to improve our intake. We will have all the energy needed as long as we have proteins, fat, carbohydrates and vegetables everyday. We will feel full of power and ready to deal with whichever our aims are! Unfortunately, some people is afraid of eating fat and/or carbohydrates as part of their diet because they think they will put on weight. It is necessary for our organism to get what it needs in the simplest way and avoid it unnecessary efforts to get it. As a result, our body will only get undesirable secondary products that could even end poissoning it. So, as long as we fancy a balanced diet and combine it with some exercise, we will be ready for the healthiest way of life. ",0.6,70.13,7.98,8.12,26.4,252.0,14.0,359.0,27.0,18.0,1.4246031746031746,0.547244094488189,8.721635691420405,6.167127740441991,63.5
153,"
                 In 10 years, i will be married to a famous basketball player and have 4 children ; 2 boys and 2 girls. I will leave in a beautiful house in Los Angeles with a big garden and a swimming pool. I will be a professional danser and i will go on Tour with celebrities. I will be a actress to. I will have done many movies with a lot of actors from Hollywod. This is how my life will be in 10 years. ",0.19999999999999998,91.41,7.59,3.47,20.5,82.0,6.0,102.0,5.0,13.666666666666666,1.2439024390243902,0.5974025974025974,5.242186517143345,3.7067856345167494,31.340350877192982
154,"
                 We need money to live. That's a fact. We need money to feed ourselves, to pay basics things like shoes, clothes, education... But do we need a lot of money? Personally, if I have enough to fulfill these basics needs and a few more such as having hobbies, I'm happy. Actually this is the real question : what do we need to be happy in life? The answer for me is more having friends, being self confident, being healthy... A way to achieve this goal, be happy in life, is to have an enjoyable job. We spend a huge amount of time at work so having a job that we like (maybe love?) is more than a first step to live better. It is necessary. ",0.6,85.39,5.98,4.16,16.2,124.0,11.0,159.0,6.0,11.272727272727273,1.282258064516129,0.6190476190476191,6.948792289723034,4.913538149119954,48.359154929577464
155,"
                 In 2013, my partner and I traveled to Iceland for 10days. We have rent a car (Jeeps are a requirement, it can be very tricky sometimes to ride!) and move everyday from a place to another one in the South of Iceland. We have visited several amazing places. The landscape are also astonishing; sometimes, you had the feeling to be on the Moon, alone. We were also surprised by the sheeps. There are a lot of sheeps everywhere. But unlike in Belgium where they live in groups, in Iceland, they live by group of three, the mother and two baby sheeps. Everywhere, if you see one sheep, the two others are not far away! This is one of my best memories! ",0.25,84.57,6.98,6.02,18.2,121.0,10.0,159.0,9.0,12.1,1.3140495867768596,0.6416666666666667,7.029106154649631,4.970328627632852,55.86206896551724
156,"
                 Dear reader, let me share with you a little of what I gain by being schooled at Liège city. Any level of expectation is subject to a scale. In my understanding, unit of measurements have been made and are maintained by humans. In other words, talking about eating a balanced diet as the most important factor for a healthy life, remains what humankind has always been trying to do : compare itself to its ability to tailor its own scale, which should be the best if the wiĺlingness of continious positive improvement exist. The real question is : who is scaling the initial scale in order to keep as long as possible the power of the scale ownership factor  ? ..  Health is like the factor  which has to be closely monitored. Without being healthy any human lost their mind. So to be a good scaler one should absolutely be as healthy as possible. What if life is not understandable at the highest state of consciouness, who will be able to judge weather choices are what is called balanced ? History shows that any species alive deserves what is best for them but jealousness as failed in giving what any species really deserves. Free choices as well as imposed ones are not anymore at stake. What will define the future steps of the evolution process is our ability to learn from history, to live it through experiences, to learn to look ahead and to share. {name}. {name}. {name}. {name}. ",0.5,67.79,8.01,8.94,28.6,244.0,12.0,338.0,21.0,20.333333333333332,1.3852459016393444,0.5901639344262295,9.21865535516851,6.518573715061334,63.73202614379085
157,"
                 I read a lot of books. And in my view, the best book, I've ever read, it's ""D. "", writting by Robert Harris. The story is inspired by a real fact. This story talks about Alfred Dreyfus affair but from the point of view of Picard. Picard is colonel in the french army, he discovered that Dreyfus is not guilty. And the reader can follow the investigation and the release of Dreyfus. Picard is an interesting character and an original point of view. Because you had a different look on the affair and on Dreyfus. This story is wonderfull and very exciting. The style of harris is awesome and the book is very easy to read because it's a master piece. I suggest to everyone : ""D."" Thank you for reading my review. ",0.3,78.14,6.79,5.66,14.8,131.0,13.0,181.0,9.0,10.076923076923077,1.381679389312977,0.5597014925373134,6.479013191860201,4.581354163361445,43.44292237442922
158,"
                 Nowadays, study abroad becomes more accessible for everyone. Indeed, a lot of programmes and associations propose to the students different opportunities to do part of their studies abroad. For example, the Erasmus program is very popular in the universities. I think it would be a good solution to force the students to do at least one year in another country. In fact, study abroad could increase open-mindedness. It also allows to discover a new culture and to meet people from all over the world. To be out his usual routine during one year could be a enriching experience. In conclusion, I'm for the compulsory of study abroad to understand the society in which we live. ",0.39999999999999997,56.86,8.2,9.68,20.8,115.0,8.0,179.0,18.0,14.375,1.5565217391304347,0.6637931034482759,7.149270519816497,5.055297665099318,69.35914702581368
159,"
                 We are two persons living in the same home. I am married whith {name}, he is fifty seven years old. My name is {name} and I am sixty one years old. We are married since 1978. We have no childrens, but we have many members of our family around us. ",0.11666666666666665,95.17,6.03,2.82,15.2,50.0,5.0,60.0,1.0,10.0,1.2,0.7346938775510204,5.142857142857143,3.6365491603879585,41.16
160,"
                 The best book I've ever read is 20 miles under the seas by Jules Vernes. When I was 8, I had many books wrotten by this autor. The story occured under the sea. A terrible monster (looking like a giant octopus) was attacking many boats. In order to react at this threat, men organised a big expedition to kill the monster. According to them, it was nothing more than a big shark or a giant octopus. But what they discovered was scarier than their expectations. In fact, in the deep sea, they met an opponent. Neither the swords, neither the spears could beat it. For the first time in human history, men have to fight against a opponent stronger than them. ",0.39999999999999997,76.11,8.02,6.54,17.1,121.0,10.0,166.0,12.0,12.1,1.371900826446281,0.6583333333333333,7.211680340484687,5.0994280725064325,60.0
161,"
                 In a world where tthe countries no longe have frontiers, it seems attractive to travel and why not study abroad ? As far as education is concerned, I am rather conservative.  For years, the governments in each country all over the world has tried to improbe the ways of teaching. Of course, il may be interesting to take different opinions and proposals into account, but as far as I am concerned, too much information kill information. Moreover, if too many individual initiatives aiming to improve existing dispositions which were once successful and efficient, it could in a rather near future destroy the basis of our past. How often don't we refer to Egypt in amazing attitudes concerning the discoveries and beauties ? Today is based on yesterday.  Each country, with or without frontiers, needs to conserve its identity and remain curious to learn from the others.  But the family cells must be protected to grow with the foreign countries in its own land. Live together is wonderful but let's keep our school sweet school at home! ",0.5,62.27,8.67,10.38,24.6,174.0,10.0,263.0,25.0,17.4,1.5114942528735633,0.7159090909090909,9.497607354199554,6.715822565201728,128.66206896551725
162,"
                 It is probably true to say that people living in the public eye have a extraordinary life. Some people even argue that they are living a dream. However, I am doubtful about the true quality of living of people exposed in public. Of course celebrity might be tempting because it brings attention and opens many locked doors. Nonetheless, being constantly observed by curious and intrusive persons is just the tip of the iceberg. Their whole life is examined and judged by envious people. Who has never dreamed of being a star, a politician that has a huge influence on mass media and who can defend their opinion pubicly? I am persuaded that it is a feeling we have all had at least once in our life. Notwithstanding, we tend to only see the bright side of a public function. Indeed, these people have no right to privacy or quite few: grocery shopping, sightseeing, taking their children to school are basic things celebrities cannot do peacefully. Of course stars make mistakes, but who does not ? The only difference is that their mistakes are judged and analized by pseudo-experts who think they will have a perfectly non reprehensible life. I must say that most of us are hypocritical when we judge notorious people since we often make the same mistake than them. In conclusion, I am truely convinced that people living in the public eye need and should have a right to privacy. I am scared that a lack of private life could have a dramatic outcome like the ones we have known in the past ",0.6666666666666666,70.53,8.04,8.87,24.5,264.0,15.0,378.0,26.0,17.6,1.4318181818181819,0.5795454545454546,9.416499059918953,6.658470340305442,80.96000000000001
163,"
                 On one hand social networks represent a huge contributions to remotelly  located relationships allowing them to keep contact no matter of the distance. On the other hand relationships between people located at the same place might suffer because of the attention we are putting in monitoring our social network and remote relationships forgetting to take advantage of the actual presence in front of us at the very real space and time where we are. In addition, social networks enables us to stablish relationships with people we would not met in normal life because of the distance or because they are belonging to different social groups. Nevertheless, this social network are creating less deeper and very fragile relationships exchanging about superfluous matters, while with real presence relationships subjects of discussion tend to be more profound and longuer and more stable relationships. We must know how to take advantage of these new social networks while reserving some time for real time and space relationships. The first is a only a ""tool"", the second ""real life"". ",0.6,42.24,8.35,13.3,39.0,173.0,6.0,285.0,30.0,28.833333333333332,1.6473988439306357,0.5722543352601156,7.526830620570085,5.3222729726476565,60.041359467721634
164,"
                 Tryiing to avoid carbon energy, using public transport, recycling whatever may be recycled, using local food and season food such as vegetables coming from our country and not using imported food such as exotic fruit and vegetables. Walking by foot as soon as possible and so often we can. Sharing private transport with collegues or neighbours, reducing for more or less- if possible- the inside temperature about 1 or 2 degrees.Driving with less polluating sources of energy (avoiding fuel, preferring electric or hybrid cars) Avoiding whatever requires importation and polluating the atmosphere by airplane transports.... Preferring rechargeable batteries to one use batteries. Putting onion and vegetable skins in the compost bin and using the obtained compost to fertilize your vegetable garden. Trying to improve the isolation of your house. Using renewable energy such as photovoltaïc panels on the roof , such as wind energy. Avoiding unnecessary to wrappings for  goods in shops. Avoiding plastic bags, using paper bags or better reusable bags to wrap your food and whatever has to be brought at home. Avoiding to use to much washing powder in our washing machine and so on. ",0.6,54.22,8.87,12.53,22.9,187.0,11.0,308.0,32.0,17.0,1.6470588235294117,0.5967741935483871,8.138914883685109,5.75508190575386,47.04705882352941
165,"
                 Hi {name},  Thank you a lot for this invitation ! I've never organized any birthday in the past but I imagine you have a lot of things to do before this party. So if you want I can help you for the preparation.   First I'll send to your friends the invitations, I can write them if you want ! Unfortunatly I'll not be able to prepare the dinner . You know I'm not a good cook so I prefer  you ask it to another person. After the meal I'll do the dishes and we could do an animation with the guests. The next day, I'll come back to clean the house with you. It will be a very good birthday !  With best wishes, {name} ",0.5,84.57,6.06,4.05,18.6,121.0,10.0,152.0,7.0,12.1,1.256198347107438,0.5984251968503937,6.743909471562465,4.768664119050005,45.640625
166,"
                 In order to take a stance on that statement, it is necessary to give a more accurate definition of the word ""privacy"". According to me, the right to privacy relates to the possibility, not of hiding some of our actions, but to be able to live without having  judging eye following us in our thoughts and deeds. With that in mind, it can possibly be stated that privacy is a necessary condition for freedom. It is indeed very unlikely to feel totally free while knowing everyone is watching. Consequently, I think this right has to be granted to every single human being, even to those whose lives are relentlessly exposed to the public. Furthermore, I think popular people should be able to decide wheter they some bits of their lives to be made public or not. In our communication-based society where scandals are a very profitable resource, it is of course more and more difficult for those people to keep the most private areas of their life away from greedy journalists looking for their next juicy headlines.Therefore, I think some ethical charter of journalism must be set up to prevent those people to have their lives outrageously exposed and (mis)judged by the public. ",0.7333333333333334,54.15,8.86,10.16,35.4,203.0,8.0,303.0,27.0,25.375,1.4926108374384237,0.6048780487804878,8.660535667542769,6.123923499227455,79.12104920169435
167,"
                 If I had 1 millions euros, I would keep a part for me and give the rest to different associations for human's right, poverty, homeless people, refugees. I think that when you keep all the money for you and that you buy everything you want, you think you're happy and the king of the world but it's not the same hapiness that when you share it with people who really need it. I think that when you share, you become richer than when you keep your money for your own pleasure. ",0.39999999999999997,66.1,6.87,7.03,44.0,91.0,3.0,116.0,5.0,30.333333333333332,1.2747252747252746,0.5913978494623656,5.703234321017339,4.0327956630872155,25.606146572104016
168,"
                 I think that eating a balanced is a central piece to maintain or reach a healthy lifestyle. It means that you can eat of everything, but in an appropriate amount compared to dietetic rules and food pyramid. If you exclude a category of nutriments or if you follow a monodiet regimen, it will have a worse impact on your body than doing nothing. Every category of nutriment is important: protein to construct the muscles, lipids to repair the cells, carbohydrats to give strenght and energy, but most of all water for life! Nevertheless, I've heard that without physical exercice, healthy diet is less effective. Combined with it, it can for instance revert type 2 diabetes symptoms, diminish the risk of cardiovascular diseases, reduce arthritis disorders. Healthy lifestyle is something global, it includes the diet, but also the physical exercice, the quality of sleep, avoiding alcohol and tobacco use, emotional management, adaptation skills and social support. ",0.5,49.04,10.44,12.13,30.6,155.0,7.0,255.0,27.0,22.142857142857142,1.6451612903225807,0.6967741935483871,8.674768752146987,6.1339878098683,97.87590981714894
169,"
                 I think that studying abroad is something everybody should live. It is a good way to open someone's mind : another culture, meeting new people, etc. It is also good to make people better organized and at ease on their own. I made an internship in Quebec when I was a student. It was not easy but very intresting. But I could not have a first eperience in a belgian compagny so it was not so easy to find a job after. If everybody may choose de country, that would make every student profile more customed. But I guess it would be difficult to make that up. Allowing every one to go abroad has also an environnemental impact through the travel by plane or car, or... ",0.3,74.29,7.1,6.37,20.4,125.0,9.0,171.0,11.0,13.88888888888889,1.368,0.6746031746031746,7.572401854185357,5.354496700964052,64.35
170,"
                 If I had 1 million euros, I would spend that money for my family first, to bring them on holiday to do a whole world travel's tour. But I suppose that I still would have money after that. That's why I would give a part of this amount of money too poor countries, so that they can build hospitals and first help's buildings. I would like to help people who is in the need, whithout passing throught their government because I know they usually are currupted. I really would like to help the world by sharing my money, altought I know the money isn't the synonym of happiness. ",0.3,74.93,7.05,7.02,29.8,108.0,5.0,143.0,8.0,21.6,1.3240740740740742,0.6486486486486487,6.833937569417993,4.8323235975409755,51.672413793103445
171,"
                 I think that social networks are a usefull and powerfull tool from our century. They kind of change the way that people communicate with each other. Sometimes for the best but sometimes, unfortunately, for the worst. Nowadays there's nothing easier than staying in touch with people thanks to social networks. Just a few clicks and a little typing and you can say hello to your friends and make them remember that you don't forget them (even if they live in another country and you can't see them very often). You could also text them but social networks are free and now, seriously, who doens't have a smartphone ? With social networks you can also find back people you were with in high school and see what's going on with their lives. It's easy, cheap and it doesn't take a lot of time. Because, everybody knows that the lack of time is a commmon syndrom from our society... Even if social networks can improve relationships and make them last, they unfortunately also have the power to destroy them. How ? Words. When you're hidden behind a screen, it's easier to say things that you would never say in real life. People sometimes forget that they're actually talking to other real people because they don't see their face and their reactions. Who has never read some mean and disrespectful comments on Facebook ? In 2016, we can say that social networks take a big place in our daily life. People are ultra connected between them all the time. That's why we can affirm that social networks have a big influence on relationships. I think that that influence's going to change again for the years to come because the actual trend's never going to stop to evolve. Anyway respect is the key to keep nice and positive relationships. ",0.6,71.34,6.77,8.93,22.7,302.0,18.0,428.0,24.0,16.77777777777778,1.4172185430463575,0.4888888888888889,8.67691701521277,6.135506861249888,59.0
172,"
                 We all have a right to privacy, people in the public eye aren't an exception, but the extent of their privacy depends on the function they have. There are limits to privacy for people in the public eye, nonetheless. A politician should have the right to go on holiday and live with his or her family without people snooping on them, but must remain open when excercising their public functions. Celebrities should be allowed to be left alone as long as they attempt to remain anonymous, but they waiver that right when they try and use their influence as a public figure to gain specific advantages. Notorious Criminals in the public eye should also expect to lose alot of their rights to privacy- personal rights end when the rights of others are compromised. It is therefore very important to define what constitutes ""the public eye"" but also what constitutes ""privacy"". ",0.8333333333333334,54.56,7.93,10.33,34.8,150.0,6.0,224.0,20.0,25.0,1.4933333333333334,0.5695364238410596,6.998580745431971,4.94874390377655,50.333333333333336
173,"
                 In my opinion, the first item is more important for various reasons. The only important thing in this world, for me, is to be happy and the best way to get happiness is to do good around us. In this sense, as we spend a lot of our time at work, it seems important to me to have a job where you can realize things that can help people, in one way or another, regardless of the money you get. For me, that's the true meaning of an 'enjoyable job'. Moreover, I think that money, even necessary in our world, could be a source of a lot of suffering (interpersonal conflicts, disproportionate desire, psychological stress, divorce,...) while an enjoyable work could rather be, in one's daily life, a source of social and personal blooming. ",0.6,65.76,7.81,7.67,33.5,134.0,6.0,187.0,16.0,22.333333333333332,1.3955223880597014,0.6176470588235294,7.20294057598537,5.093248125762992,65.73333333333333
174,"
                 In my daily life i go to class has the university. The rest of the time i ride horse. After horseriding i study for university and for work for the exams. ",0.05000000000000001,86.4,5.68,3.86,16.0,31.0,3.0,41.0,2.0,10.333333333333334,1.3225806451612903,0.7419354838709677,4.130921946615823,2.9210029210043813,24.641025641025642
175,"
                 The sun is shining and is  warming my heart. The blue sky is smiling   me  to bring  dream. The   light and cool wind is rocking me like a child. The birds  are singing to tell the aperitf  time with a  lot of friends. It is  a simple  moment  of peace and sharing. A soft wave of frienship  is dancing in my heart and my soul. I m happy ",0.25,95.47,6.44,2.58,15.0,68.0,7.0,79.0,0.0,9.714285714285714,1.161764705882353,0.6764705882352942,5.578319375835658,3.9444674582777033,37.00769230769231
176,"
                 If I had 1 million euros to spend, I will probably give a huge part to the people who needs it. I'll keep a small part to spend it with my family and friends and the rest will certainly go on a bank, which will permit me in few years to give a big part of this money to associations again. I'll use it also to travelled the world and discover different cultures, the way of life of the people from different countries and offer myself a great life lesson. ",0.25,66.41,7.05,6.4,44.3,90.0,3.0,119.0,7.0,30.0,1.3222222222222222,0.6373626373626373,6.080052052987126,4.299246036634387,42.65625
177,"
                 In 10 years i will be an avocant. I hope and  will have 2 children. I will be riche because i will work hard. I will travel a lot in the world. I will retourn in Ethiopia and why not stay to live in there. In Ethiopia i will bult a lot bulding  for children. i hope so they will happy. ",0.15,104.94,6.66,1.48,13.0,61.0,7.0,70.0,1.0,8.714285714285714,1.1475409836065573,0.576271186440678,4.426422973348012,3.1299537008542995,22.453654188948306
178,"
                 The best book I've ever read is probably ""Harry Potter and the Deathly Hallows"" by Stephen King. In this book, there's a strange mix of passion, self-awareness, secrets, lies, action and fear (what's bring us more than fascination). It's a book who's adressed to a large public (but maybe not for kids ...). That's the untying of the sage Harry Potter and I have to say that I'm not disappointed ! When I've opened this book, I wasn't able to close it anyway. I advise to read this masterpiece as soon as possible ! ",0.3,81.43,8.03,7.07,21.2,91.0,6.0,121.0,7.0,15.166666666666666,1.3296703296703296,0.67,6.7,4.737615433949868,46.30952380952381
179,"
                 I went to Lisboa in September. I was with 3 friends there. We lent an appartment not in the center of Lisboa. To go to Lisboa, we had to take a train during 20 minuts. There was a beach only 1 minuts far of the appartment. One day, we had decided to visit Cintra. It is a multicolor castel which is in the mountain of Lisboa. The weather was really nice and hot so we wore summer clothes. But, when we arrived there... The weather has changed, it was really cloudy. It wasn't funny to be dressed like we were cause it was cold outside at this time. Therefore, we visited the castel really fast to go back to the beach or anything else but with the sun. It was a good idea cause when we went back in the city, there was no more clouds. Fortunatly, we enjoyed Cintra and the stay there. Lisboa is a nice place to be. There are a lot of things to visit, to do, and to see. The cooking there was delicious. To summerize, I advise this city to go on holiday. ",0.3,86.2,6.08,3.74,16.0,189.0,18.0,245.0,13.0,10.5,1.2962962962962963,0.5133689839572193,7.020215271620454,4.964041823952184,42.03004807692307
180,"
                 I think i woudn't change too much my live. I woudn't buy new cars or new clothes. I woudn't book a expansive travel. I don't like the luxe. Anyway, i 'd try to put the money in a bank and i 'd live with the interests;I 'd probably ask some advice to do the better choose. With the interests, i 'd offer some gifts to my children and i'd travel like before but more often.I 'd propose to my children to do a nice travel together in africa or in asia , a trekking or something like that. Perhaps i'll stop to work if i see it's possible without ""eat "" the capital. The only problem is i never play in any lottery, so it's impossible i win 1 million euro but  dream is free... ",0.25,81.83,6.51,4.23,22.4,133.0,9.0,176.0,8.0,14.777777777777779,1.3233082706766917,0.5704225352112676,6.797369002203181,4.806465715685106,27.109014050964518
