id,target,flesch_reading,dale_chall,coleman_liau,mcalpine_eflaw,wrd_cnt,sen_cnt,syl_cnt,polysyl_cnt,avg_wrd_per_sen,avg_syl_per_wrd,ttr,rttr,cttr,mtld75
1628,0.7086961246646121,63.93,8.02,8.54,34.6,193.0,8.0,266.0,10.0,24.125,1.378238341968912,0.6237113402061856,8.687293719274631,6.142844299058396,78.1938775510204
1629,0.5790739382550887,71.78,7.96,7.43,35.6,173.0,7.0,226.0,12.0,24.714285714285715,1.30635838150289,0.6184971098265896,8.135059357585849,5.752355637104032,51.16901408450704
1630,0.5333545412170894,65.76,8.49,9.58,30.6,156.0,7.0,213.0,14.0,22.285714285714285,1.3653846153846154,0.7243589743589743,9.047240689987422,6.397365242916965,74.72112098427887
1631,0.6167843037363625,68.7,8.57,9.81,26.1,155.0,8.0,211.0,9.0,19.375,1.3612903225806452,0.7032258064516129,8.755090685037237,6.190783993293007,86.44230769230768
1632,0.5609044228257662,75.44,7.84,7.25,30.8,190.0,9.0,243.0,8.0,21.11111111111111,1.2789473684210526,0.643979057591623,8.899967645096787,6.2932274741888055,69.05231650182196
1633,0.4659542204034929,67.62,8.08,8.31,41.7,173.0,6.0,222.0,10.0,28.83333333333333,1.283236994219653,0.630057803468208,8.28711654183979,5.859876303218127,67.0719094247246
1634,0.7018317258447986,59.26,10.11,11.67,40.3,172.0,6.0,245.0,20.0,28.666666666666668,1.4244186046511629,0.6918604651162791,9.073664934789978,6.4160500056045855,89.63197586726997
1635,0.5385458911327745,76.35,7.33,7.95,30.2,182.0,9.0,245.0,11.0,20.22222222222222,1.3461538461538465,0.6296296296296297,8.655976312694364,6.1206995484963125,94.5
1636,0.5564103594689964,80.41,7.78,8.47,22.8,194.0,12.0,249.0,15.0,16.166666666666668,1.2835051546391754,0.6288659793814433,8.759089535136406,6.193611607315077,62.03958333333333
1637,0.9186713905620132,53.55,9.89,11.32,37.5,156.0,6.0,238.0,23.0,26.0,1.5256410256410255,0.6282051282051282,7.846279536449269,5.548157467308519,61.02352941176471
1638,0.7131922711786095,72.66,8.4,8.47,22.3,186.0,12.0,252.0,14.0,15.5,1.3548387096774193,0.654054054054054,8.896096927335073,6.29049046341144,61.9469696969697
1639,0.6424444180384455,61.06,9.23,9.05,26.1,186.0,10.0,273.0,23.0,18.6,1.467741935483871,0.5988700564971752,7.967447896829986,5.63383643659898,49.850710508922674
1640,0.9351387904402796,79.5,8.64,5.33,25.7,171.0,10.0,220.0,13.0,17.1,1.286549707602339,0.5,6.284902544988267,4.444097208657794,31.959090909090907
1641,0.7362146105991738,41.6,11.41,13.87,29.3,190.0,9.0,324.0,43.0,21.11111111111111,1.7052631578947368,0.6756756756756757,9.190182776172596,6.498440561375455,92.5
1642,0.8296187880695172,49.69,10.5,10.86,43.8,179.0,6.0,265.0,26.0,29.83333333333333,1.4804469273743015,0.5705882352941176,7.439560391819493,5.260563602102413,47.22833513124775
1643,0.7493507457158803,58.42,9.98,11.66,29.7,191.0,9.0,287.0,26.0,21.22222222222222,1.5026178010471205,0.6031746031746031,8.292279828967711,5.863527298559492,44.4375
1644,0.8890929719586631,43.83,10.61,12.18,26.9,170.0,9.0,293.0,37.0,18.88888888888889,1.723529411764706,0.6036585365853658,7.730601213486,5.466360540704904,35.142857142857146
1645,0.667142776461173,50.87,8.83,11.14,28.4,162.0,8.0,252.0,24.0,20.25,1.5555555555555556,0.6234567901234568,7.9353094333157,5.611111111111111,50.4
1646,0.6232643740301409,48.47,8.74,9.99,46.0,186.0,6.0,274.0,26.0,31.0,1.4731182795698925,0.5775401069518716,7.897742180573011,5.584547051946207,41.069078947368425
1647,0.6207647880335282,63.73,8.84,9.58,34.8,146.0,6.0,211.0,16.0,24.33333333333333,1.4452054794520548,0.6438356164383562,7.779495352862258,5.500933918218137,52.07865937072504
1648,0.7295800324479864,37.68,10.18,12.49,47.5,200.0,6.0,321.0,37.0,33.333333333333336,1.605,0.5784313725490197,8.261652495765258,5.841870503562379,55.57692307692308
1649,0.6401492110764427,69.92,7.49,9.05,25.2,182.0,10.0,263.0,16.0,18.2,1.445054945054945,0.7087912087912088,9.562116184928206,6.761437196856373,125.34736842105264
1650,0.6305257706009153,55.34,7.58,11.08,22.8,175.0,11.0,282.0,32.0,15.909090909090908,1.6114285714285714,0.5568181818181818,7.387027942155209,5.223417550712456,42.50967741935485
1651,0.8537091330636397,42.95,9.76,11.67,40.0,197.0,7.0,318.0,29.0,28.142857142857142,1.614213197969543,0.5789473684210527,7.980238751210129,5.642880936468348,45.58551198257081
1652,0.5841925334592812,73.0,7.91,8.48,32.4,188.0,8.0,243.0,12.0,23.5,1.2925531914893618,0.6096256684491979,8.336505635049289,5.894799665943219,73.17391304347825
1653,0.7383984847086084,54.97,9.45,10.86,35.9,172.0,7.0,264.0,25.0,24.571428571428573,1.5348837209302326,0.6627906976744186,8.692418508958466,6.146468072595989,71.66666666666667
1654,0.5397274878892455,72.29,7.34,7.2,35.8,145.0,6.0,195.0,6.0,24.166666666666668,1.3448275862068966,0.6438356164383562,7.779495352862258,5.500933918218137,56.238197424892704
1655,0.4911227780816444,90.39,7.24,6.31,21.3,176.0,12.0,209.0,3.0,14.666666666666666,1.1875,0.6045197740112994,8.04261249963027,5.6869858369442525,51.397898055701525
1656,0.3733867542796086,77.98,6.36,6.44,27.2,167.0,9.0,213.0,9.0,18.55555555555556,1.2754491017964071,0.6107784431137725,7.892996971848196,5.581191682678744,62.58265720081136
1657,0.5364837701844296,80.01,7.13,7.77,24.1,183.0,11.0,238.0,5.0,16.636363636363637,1.3005464480874316,0.6096256684491979,8.336505635049289,5.894799665943219,61.660299003322265
1658,0.804055329364781,65.59,8.49,9.18,42.3,185.0,6.0,237.0,4.0,30.83333333333333,1.281081081081081,0.5721925133689839,7.824614938160297,5.532838282946705,28.00566893424036
1659,0.5087330088502691,68.13,8.38,8.59,40.7,170.0,6.0,224.0,12.0,28.33333333333333,1.3176470588235294,0.6686046511627907,8.768667794124768,6.200384459197709,66.59213250517598
1660,0.4972348504508753,73.1,8.01,8.13,34.6,187.0,8.0,247.0,14.0,23.375,1.320855614973262,0.6117021276595744,8.387237011128937,5.930672165988062,52.77575757575758
1661,0.7224719052477646,67.89,8.63,10.91,27.7,182.0,9.0,262.0,18.0,20.22222222222222,1.4395604395604396,0.6648351648351648,8.969116731599325,6.342123262167606,74.74481658692184
1662,0.6804069560196206,73.37,8.65,8.98,21.6,177.0,12.0,254.0,16.0,14.75,1.4350282485875707,0.5568181818181818,7.387027942155209,5.223417550712456,51.885239085239085
1663,0.7664238649748117,59.98,10.19,10.68,37.8,168.0,6.0,238.0,19.0,28.0,1.4166666666666667,0.711764705882353,9.28027636505318,6.562146349014349,103.76623376623375
1664,0.2713585635702533,66.71,7.95,8.83,42.3,178.0,6.0,229.0,9.0,29.666666666666668,1.2865168539325842,0.6885245901639344,9.314188014027618,6.586125505965391,110.45945945945944
1665,0.5175210947864973,68.44,7.94,7.43,41.3,168.0,6.0,218.0,10.0,28.0,1.2976190476190477,0.6167664670658682,7.970379295101609,5.635909248195202,41.75
1666,0.5968680220699188,75.13,7.54,6.62,32.4,150.0,7.0,200.0,16.0,21.428571428571427,1.3333333333333333,0.6578947368421053,8.111071056538128,5.735393346764043,67.22393162393162
1667,0.6627014051410036,70.33,7.62,8.06,26.1,178.0,10.0,246.0,17.0,17.8,1.3820224719101124,0.6235955056179775,8.319801747854061,5.882988234035298,55.51196658387897
1668,0.6245304016446654,40.32,9.42,9.42,76.3,167.0,3.0,212.0,10.0,55.66666666666666,1.2694610778443114,0.6646706586826348,8.58943788112892,6.073649772326869,72.62394957983193
1669,0.3595015902677928,76.49,6.16,6.45,41.7,199.0,7.0,247.0,9.0,28.428571428571427,1.2412060301507537,0.5373134328358209,7.617732651272862,5.386550414981217,54.15753228120517
1670,0.4755393859221851,75.88,6.89,6.34,41.7,174.0,6.0,202.0,5.0,29.0,1.160919540229885,0.6363636363636364,8.442317648177381,5.969620057957092,69.31182795698925
1671,0.359021459213493,79.94,6.93,4.71,39.3,200.0,8.0,238.0,3.0,25.0,1.19,0.58,8.202438661763951,5.8,77.7337951509154
1672,0.5315581896358246,47.16,8.5,6.23,85.7,172.0,3.0,198.0,3.0,57.333333333333336,1.1511627906976745,0.5780346820809249,7.602859212697055,5.376033305704703,54.66889559965488
1673,0.4887556803678676,83.09,7.34,5.4,32.0,175.0,8.0,210.0,5.0,21.875,1.2,0.5942857142857143,7.861661038591927,5.559033831778427,63.81849315068493
1674,0.3219434436721322,86.84,7.33,6.5,26.9,164.0,9.0,195.0,1.0,18.22222222222222,1.1890243902439024,0.6242424242424243,8.018539124863686,5.669963390400757,57.51976744186047
1675,0.2381339218948239,79.64,6.85,4.65,38.4,177.0,7.0,206.0,3.0,25.285714285714285,1.1638418079096045,0.6145251396648045,8.221786020271294,5.81368064839859,62.18430894308944
1676,0.5000690737687026,71.82,6.87,6.4,47.8,198.0,6.0,228.0,4.0,33.0,1.1515151515151516,0.5303030303030303,7.462025072446365,5.276448530110864,36.3
1677,0.513288618884746,89.01,6.55,5.52,34.1,195.0,8.0,222.0,5.0,24.375,1.1384615384615384,0.5969387755102041,8.357142857142858,5.909392385630433,59.1843137254902
1678,0.3460335831285672,89.42,5.81,3.95,37.6,192.0,8.0,211.0,1.0,24.0,1.0989583333333333,0.5416666666666666,7.505553499465135,5.30722777603022,45.6
1679,0.4019860903703581,75.13,8.28,9.75,29.3,150.0,7.0,200.0,6.0,21.428571428571427,1.3333333333333333,0.6733333333333333,8.246615467370033,5.83123771881522,66.39344262295081
1680,0.281333025591023,89.18,6.21,6.67,23.1,159.0,10.0,197.0,7.0,15.9,1.2389937106918238,0.6163522012578616,7.771905540037812,5.4955671101020345,46.71186440677966
1681,0.6574123032731487,67.29,8.32,5.07,67.0,183.0,4.0,209.0,5.0,45.75,1.1420765027322404,0.5513513513513514,7.499189145356839,5.302727498082371,65.63762626262627
1682,0.5642883442755048,51.89,8.33,9.53,61.0,177.0,4.0,238.0,17.0,44.25,1.344632768361582,0.6067415730337079,8.094942241155303,5.723988552034344,60.39285714285714
1683,0.4161575250952863,68.74,8.27,7.96,40.7,194.0,7.0,256.0,10.0,27.714285714285715,1.3195876288659794,0.5979381443298969,8.328314639965763,5.889007757774991,64.69627594627595
1684,0.2763272502727271,80.96,5.92,6.8,33.0,144.0,6.0,177.0,6.0,24.0,1.2291666666666667,0.7152777777777778,8.583333333333334,6.069333205184534,128.0
1685,0.3933309598145126,82.99,7.09,7.72,30.9,154.0,7.0,192.0,4.0,22.0,1.2467532467532467,0.6089743589743589,7.606087305741639,5.378315912186829,51.89220563847429
1686,0.5854307377129978,79.8,8.74,8.29,23.2,185.0,11.0,237.0,9.0,16.818181818181817,1.281081081081081,0.6344086021505376,8.652179786259845,6.118014998909509,54.05625
1687,0.5750773878696874,66.0,8.47,10.11,39.6,152.0,5.0,196.0,8.0,30.4,1.2894736842105263,0.7631578947368421,9.408842425584227,6.653056282246291,160.44444444444449
1688,0.199735648815276,101.49,5.62,4.39,18.5,182.0,15.0,205.0,1.0,12.133333333333333,1.1263736263736264,0.5494505494505495,7.412493166611012,5.241424183609592,43.71006302977614
1689,0.5413336595183517,43.4,9.15,10.57,51.0,144.0,4.0,210.0,18.0,36.0,1.4583333333333333,0.6180555555555556,7.416666666666667,5.244375293800228,63.55185218730188
1690,0.5140015605488153,76.56,8.77,7.89,29.9,160.0,8.0,214.0,9.0,20.0,1.3375,0.654320987654321,8.328146533974893,5.888888888888889,69.78629032258064
1691,0.5674710265164669,66.37,8.84,8.41,32.1,195.0,9.0,278.0,22.0,21.666666666666668,1.4256410256410257,0.6256410256410256,8.736601463281081,6.177710139210367,51.63583509513742
1692,0.4839909065253922,66.47,7.72,9.52,30.4,173.0,8.0,236.0,12.0,21.625,1.3641618497109826,0.6420454545454546,8.517695484321822,6.022920237045994,71.65714285714286
1693,0.5059818839488271,63.43,8.86,8.65,36.1,197.0,8.0,277.0,20.0,24.625,1.4060913705583755,0.601010101010101,8.456961748772548,5.979975000792312,52.11993243243244
1694,0.6943411469074401,41.16,9.0,9.12,55.8,191.0,5.0,279.0,21.0,38.2,1.4607329842931938,0.6263157894736842,8.633167376309139,6.104571194906668,61.706236711552094
1695,0.7297605828625745,-18.02,12.76,11.8,137.5,193.0,2.0,296.0,33.0,96.5,1.5336787564766838,0.6735751295336787,9.357604759733029,6.616825781270739,91.9047619047619
1696,0.6150317343590612,70.26,8.66,7.67,37.7,157.0,6.0,199.0,5.0,26.166666666666668,1.267515923566879,0.6708860759493671,8.432907212262737,5.962965874907927,67.76475849731663
1697,0.4061892024400204,60.32,8.49,8.37,53.8,180.0,5.0,234.0,10.0,36.0,1.3,0.6277777777777778,8.422522715249208,5.955622926650448,62.5
1698,0.5660853929497891,71.21,7.65,7.32,49.6,168.0,5.0,209.0,6.0,33.6,1.244047619047619,0.6190476190476191,8.023774198028779,5.673665146135802,73.2
1699,0.7472449704824022,76.45,7.67,7.6,28.3,161.0,8.0,203.0,6.0,20.125,1.2608695652173914,0.654320987654321,8.328146533974893,5.888888888888889,60.75
1700,0.729144708148108,57.13,8.45,9.06,43.8,154.0,5.0,209.0,15.0,30.8,1.3571428571428572,0.6774193548387096,8.433802953476238,5.96359925959418,85.40381679389313
1701,0.4577491484401476,63.87,9.14,8.48,46.2,195.0,6.0,256.0,13.0,32.5,1.3128205128205128,0.6512820512820513,9.094658900300798,6.430894980981283,90.0
1702,0.3590903609470588,87.86,6.43,6.9,24.1,155.0,9.0,186.0,7.0,17.22222222222222,1.2,0.5935483870967742,7.389617825902989,5.225248875072996,38.80150642445725
1703,0.1420854526969275,83.56,5.75,4.68,19.5,183.0,14.0,232.0,11.0,13.071428571428571,1.26775956284153,0.5882352941176471,8.043996665398437,5.687964589945211,66.40897435897436
1704,0.5680327594475902,50.2,9.67,11.27,41.8,176.0,6.0,269.0,25.0,29.33333333333333,1.5284090909090908,0.655367231638418,8.719093924832816,6.165330440051713,91.79132231404958
1705,0.3426054203145617,79.09,6.48,6.61,25.8,192.0,11.0,246.0,8.0,17.454545454545453,1.28125,0.545,7.707463914933368,5.45,43.80952380952381
1706,0.7857328519946489,60.38,9.18,9.41,40.3,193.0,7.0,279.0,24.0,27.571428571428573,1.4455958549222798,0.6145833333333334,8.51591647054698,6.02166228434198,66.28571428571428
1707,0.5024468027740063,61.5,8.63,8.3,39.2,159.0,6.0,215.0,13.0,26.5,1.3522012578616351,0.6477987421383647,8.168431332896885,5.7759531871480565,50.7911080192259
1708,0.4540980299347394,79.19,7.86,6.61,25.0,174.0,10.0,225.0,11.0,17.4,1.293103448275862,0.6724137931034483,8.86974710987317,6.271858328801099,89.20774193548388
1709,0.3590826453926785,77.06,7.64,7.6,27.6,156.0,8.0,209.0,7.0,19.5,1.3397435897435896,0.6858974358974359,8.566856228572162,6.057682132673587,79.77272727272728
1710,0.4286315165367358,66.98,8.31,8.3,31.0,148.0,7.0,203.0,11.0,21.142857142857142,1.3716216216216215,0.668918918918919,8.137749871615187,5.754258117819054,62.371428571428574
1711,0.5964093182503274,72.9,8.65,7.9,34.5,189.0,8.0,247.0,9.0,23.625,1.306878306878307,0.6455026455026455,8.874194202930356,6.275002898458404,68.40313887127456
1712,0.6606410110045735,77.3,7.62,6.33,41.4,193.0,7.0,237.0,9.0,27.571428571428573,1.2279792746113989,0.5699481865284974,7.91797325823564,5.598852584152164,53.760963855421686
1713,0.5965955006006005,73.21,7.51,6.16,35.0,186.0,8.0,238.0,12.0,23.25,1.2795698924731185,0.6203208556149733,8.482760119874715,5.998217203942223,56.33974358974359
1714,0.653999262199997,68.1,9.37,10.1,27.7,200.0,10.0,273.0,16.0,20.0,1.365,0.6732673267326733,9.568926608331967,6.766252893427926,98.43875598086125
1715,0.5460940297597103,46.71,9.28,10.33,35.9,171.0,7.0,270.0,28.0,24.428571428571427,1.5789473684210529,0.631578947368421,8.258966419340224,5.839971160707451,39.746538461538464
1716,0.5538021498963392,88.67,5.97,6.55,23.5,197.0,12.0,231.0,6.0,16.416666666666668,1.1725888324873095,0.5,7.035623639735144,4.9749371855331,42.06032246108229
1717,0.5238759510041677,85.22,7.46,6.85,28.8,178.0,9.0,221.0,3.0,19.77777777777778,1.2415730337078652,0.5561797752808989,7.420363721059028,5.246989506031483,31.24087591240876
1718,0.6848683908453239,63.02,6.98,7.9,36.3,150.0,6.0,205.0,11.0,25.0,1.3666666666666667,0.66,8.083316151184487,5.715767664977294,85.46762589928058
1719,0.7030380348395313,72.29,8.32,7.67,34.7,145.0,6.0,191.0,10.0,24.166666666666668,1.3172413793103448,0.6551724137931034,7.889320586105296,5.578592085389682,69.34782608695652
1720,0.7943112697387464,54.93,8.9,11.77,24.2,195.0,12.0,319.0,40.0,16.25,1.635897435897436,0.5794871794871795,8.092098076645591,5.721977424022716,58.3469387755102
1721,0.8322208340034727,72.05,8.28,8.47,23.8,193.0,12.0,275.0,22.0,16.083333333333332,1.4248704663212437,0.5918367346938775,8.285714285714286,5.858884758402822,73.91176470588235
1722,0.761444870838802,39.68,10.79,11.1,68.3,192.0,4.0,277.0,25.0,48.0,1.4427083333333333,0.5767195767195767,7.928583345241056,5.606355048622673,41.24364406779661
1723,0.6992633570809781,60.45,8.95,10.27,26.6,192.0,10.0,285.0,21.0,19.2,1.484375,0.6770833333333334,9.38194187433142,6.634034720037775,88.41253791708797
1724,0.7853647405490616,58.49,8.96,9.18,52.8,151.0,4.0,201.0,12.0,37.75,1.3311258278145697,0.6381578947368421,7.867738924841984,5.563331546361122,76.0
1725,0.8193032597449375,43.56,9.79,11.67,39.3,165.0,6.0,266.0,29.0,27.5,1.612121212121212,0.6047904191616766,7.815614648594782,5.5264741171622855,47.26867816091954
1726,0.7283445239036449,80.51,8.0,7.25,22.9,177.0,11.0,224.0,10.0,16.09090909090909,1.265536723163842,0.6214689265536724,8.268106308031118,5.846434037980073,47.23613763285894
1727,0.6953243444192945,59.98,8.03,8.71,40.2,168.0,6.0,237.0,21.0,28.0,1.4107142857142858,0.5952380952380952,7.715167498104595,5.45544725589981,39.84615384615385
1728,0.4697143122774179,78.48,7.91,7.36,27.6,145.0,8.0,190.0,7.0,18.125,1.3103448275862069,0.636986301369863,7.696734764002022,5.442413344620071,37.75529100529101
1729,0.4432021522437328,60.69,7.78,8.01,40.7,164.0,6.0,225.0,13.0,27.33333333333333,1.3719512195121952,0.6219512195121951,7.96486185631891,5.632007829817173,57.82051282051282
1730,0.7449257891688964,42.82,9.15,12.24,28.8,199.0,10.0,334.0,34.0,19.9,1.678391959798995,0.4875621890547263,6.912387035414263,4.887795746927401,37.21623577660729
1731,0.5157827137855979,47.99,9.99,15.07,19.5,163.0,11.0,285.0,33.0,14.818181818181818,1.7484662576687116,0.7345679012345679,9.349522995688796,6.611111111111111,130.54945054945057
1732,0.4793514335149414,48.74,10.28,13.47,29.4,157.0,7.0,255.0,26.0,22.428571428571427,1.624203821656051,0.7307692307692307,9.127304766889967,6.453979094624195,115.49902152641876
1733,0.6352659723067047,55.71,8.57,11.15,45.6,161.0,5.0,227.0,15.0,32.2,1.409937888198758,0.6894409937888198,8.748025509254017,6.185788159586416,108.66422836752898
1734,0.9431473934781528,62.38,10.06,11.02,24.8,173.0,10.0,263.0,21.0,17.3,1.5202312138728324,0.6358381502890174,8.36314513396676,5.913636636275173,63.52820211515864
1735,0.8414036535458251,54.86,8.51,9.81,34.7,173.0,7.0,252.0,20.0,24.714285714285715,1.4566473988439306,0.6511627906976745,8.53991993862586,6.038635299392551,50.16666666666667
1736,0.745014150069973,60.28,8.84,9.58,38.7,194.0,7.0,274.0,21.0,27.714285714285715,1.4123711340206186,0.6494845360824743,9.0462727985835,6.3966808403418005,82.89090909090908
1737,0.7107902386107874,85.49,7.54,8.1,15.0,179.0,16.0,234.0,6.0,11.1875,1.3072625698324023,0.5810055865921788,7.773324964620133,5.496570794849576,52.84761904761905
1738,0.7080860822550805,46.64,9.69,11.56,45.0,164.0,5.0,246.0,22.0,32.8,1.5,0.6686746987951807,8.615270835340294,6.091916429427815,91.02753910552984
1739,0.5975332949572535,50.06,9.17,10.97,29.6,190.0,9.0,297.0,28.0,21.11111111111111,1.563157894736842,0.6387434554973822,8.827610184567543,6.24206302317914,89.88235294117646
1740,0.5729999416732589,59.57,9.49,10.33,39.8,142.0,5.0,202.0,12.0,28.4,1.4225352112676055,0.5869565217391305,6.895177899145864,4.8756270499736525,46.0
1741,0.5025310776559971,79.3,8.24,7.36,24.6,156.0,9.0,197.0,6.0,17.333333333333332,1.2628205128205128,0.6666666666666666,8.32666399786453,5.887840577551898,60.23333333333333
1742,0.5103121077418331,57.74,8.71,9.76,42.3,181.0,6.0,245.0,15.0,30.166666666666668,1.3535911602209945,0.6721311475409836,9.092421632741246,6.429312993918595,102.76576576576576
1743,0.6142487066508707,44.37,8.25,12.02,37.9,187.0,7.0,302.0,34.0,26.714285714285715,1.6149732620320856,0.5721925133689839,7.824614938160297,5.532838282946705,50.56791666666667
1744,0.7439131635886573,57.13,8.96,9.99,44.0,154.0,5.0,208.0,10.0,30.8,1.3506493506493509,0.6623376623376623,8.219394233058878,5.811989399441536,70.84
1745,0.7738608210030433,71.85,8.09,8.0,23.7,195.0,12.0,275.0,23.0,16.25,1.4102564102564104,0.6461538461538462,9.023047412896856,6.3802580126271,82.93103448275862
1746,0.6617935727707969,68.2,7.89,8.59,29.0,179.0,9.0,251.0,17.0,19.88888888888889,1.4022346368715084,0.5754189944134078,7.698581455344939,5.443719152591406,56.49391534391535
1747,0.5560235813804263,64.58,8.52,9.41,44.5,191.0,6.0,255.0,14.0,31.83333333333333,1.3350785340314135,0.6701570680628273,9.261754947742997,6.54904972923713,98.17604278074867
1748,0.6194862780884728,67.28,10.58,10.79,28.6,187.0,9.0,271.0,25.0,20.77777777777778,1.4491978609625669,0.7005347593582888,9.579668756065413,6.773848738934751,64.3406779661017
1749,0.9229845782618012,52.39,12.25,12.59,26.8,150.0,8.0,245.0,27.0,18.75,1.6333333333333333,0.6482758620689655,7.806275106251557,5.519870063438212,44.25520833333333
1750,0.7287524413634088,79.19,8.32,8.93,24.7,157.0,9.0,211.0,14.0,17.444444444444443,1.3439490445859872,0.6624203821656051,8.30010359846327,5.869059539024244,60.40214866434378
1751,0.7188399271280204,66.17,9.14,9.34,31.1,175.0,8.0,240.0,13.0,21.875,1.3714285714285714,0.7028571428571428,9.29792603602699,6.57462655104564,103.65298626636856
1752,0.7569125124052076,51.11,7.9,8.3,43.1,199.0,7.0,289.0,26.0,28.428571428571427,1.4522613065326633,0.5879396984924623,8.29391009859753,5.8646800732699,40.36952861952862
1753,0.5658943591901999,56.93,8.13,7.09,46.2,155.0,5.0,210.0,13.0,31.0,1.3548387096774193,0.6282051282051282,7.846279536449269,5.548157467308519,47.96116504854369
1754,0.74012332615661,53.68,8.75,10.22,47.6,171.0,5.0,240.0,13.0,34.2,1.4035087719298245,0.543859649122807,7.111887749987415,5.028864055053639,34.26021126760564
1755,0.5490811539200315,48.06,8.71,10.75,45.0,157.0,5.0,233.0,16.0,31.4,1.484076433121019,0.5796178343949044,7.262590648655362,5.135427096646214,40.17508417508418
1756,0.6520959604166494,59.47,8.56,9.64,39.7,171.0,6.0,238.0,8.0,28.5,1.391812865497076,0.5906432748538012,7.723663040308913,5.461454511402339,52.44
1757,0.5752357523044709,67.99,8.21,8.3,29.9,181.0,9.0,258.0,21.0,20.11111111111111,1.425414364640884,0.6277777777777778,8.422522715249208,5.955622926650448,61.15384615384615
1758,0.7713635560963742,44.17,8.67,11.49,36.9,188.0,7.0,298.0,32.0,26.857142857142858,1.5851063829787233,0.601063829787234,8.241372019631042,5.8275300413621824,62.66666666666666
1759,0.6777916566427049,49.83,8.51,9.47,55.0,190.0,5.0,262.0,12.0,38.0,1.3789473684210527,0.6631578947368421,9.141000751386148,6.463663618136471,67.25280504908835
1760,0.6945325545481125,56.49,8.88,10.91,32.1,162.0,7.0,237.0,22.0,23.142857142857142,1.462962962962963,0.5740740740740741,7.306770072260991,5.166666666666667,56.58710801393728
1761,0.6165457723122403,56.18,8.43,11.2,32.8,187.0,8.0,282.0,22.0,23.375,1.5080213903743316,0.5957446808510638,8.168439523882096,5.775958979049243,75.95959595959596
1762,0.5213316381793293,54.36,8.02,9.52,36.8,151.0,6.0,226.0,20.0,25.166666666666668,1.4966887417218544,0.6158940397350994,7.568232666571783,5.351548640130455,44.97465145754119
1763,0.5022321996469165,-3.47,11.0,7.86,135.0,181.0,2.0,248.0,15.0,90.5,1.3701657458563536,0.5414364640883977,7.28428263322223,5.15076564603084,37.34148755656109
1764,0.9225672164052846,54.46,8.92,10.86,37.1,176.0,7.0,272.0,27.0,25.142857142857142,1.5454545454545454,0.6045197740112994,8.04261249963027,5.6869858369442525,43.97752463054187
1765,0.6973338203084449,75.0,8.32,7.53,19.7,145.0,11.0,200.0,13.0,13.181818181818182,1.3793103448275863,0.6206896551724138,7.474093186836597,5.284981975632331,49.286629098360656
1766,0.7069969149752949,71.65,8.62,8.76,23.7,182.0,11.0,251.0,23.0,16.545454545454547,1.379120879120879,0.6685082872928176,8.993859169590714,6.359618807854405,92.39670658682634
1767,0.738723377494516,52.6,10.42,12.3,25.9,186.0,10.0,296.0,31.0,18.6,1.5913978494623655,0.7081081081081081,9.63131154942888,6.810365708321477,107.94705716699522
1768,0.6177704161547217,63.49,8.84,10.9,22.7,194.0,12.0,296.0,26.0,16.166666666666668,1.5257731958762886,0.6632124352331606,9.21364160958329,6.515028461558882,85.990099009901
1769,0.6700110714116754,78.99,8.19,5.86,26.9,176.0,10.0,225.0,12.0,17.6,1.2784090909090908,0.6243093922651933,8.39922385259298,5.939148142872295,45.47238247863247
1770,0.7233304549043074,75.81,6.97,8.22,17.5,174.0,14.0,239.0,16.0,12.428571428571429,1.3735632183908046,0.5229885057471264,6.898692196568021,4.878112033511966,27.17142857142857
1771,0.4488939215462867,80.62,7.39,6.26,23.4,192.0,12.0,247.0,14.0,16.0,1.2864583333333333,0.5751295336787565,7.989954833310509,5.649751244008092,58.48484848484848
1772,0.5055102774939769,88.26,6.77,4.93,25.5,185.0,11.0,220.0,6.0,16.818181818181817,1.1891891891891893,0.5837837837837838,7.940317918613124,5.614652645028393,55.27633851468048
1773,0.4323509216393435,75.81,7.29,6.77,17.9,161.0,13.0,228.0,17.0,12.384615384615383,1.4161490683229814,0.6894409937888198,8.748025509254017,6.185788159586416,74.19701043973426
1774,0.760757744505245,59.84,9.08,10.04,28.1,198.0,10.0,289.0,19.0,19.8,1.4595959595959596,0.594059405940594,8.443170536763503,5.970223141259935,60.468831168831166
1775,0.2925530902993263,85.93,6.98,6.96,27.6,191.0,10.0,229.0,2.0,19.1,1.198952879581152,0.640625,8.876760388790496,6.276817465881894,97.82407158836688
1776,0.6041477042959911,75.54,7.27,8.07,29.4,189.0,9.0,242.0,15.0,21.0,1.2804232804232805,0.6335078534031413,8.755252724038302,6.190898572169475,85.81159420289855
1777,0.5735451177914568,65.05,8.11,9.0,33.0,161.0,7.0,223.0,12.0,23.0,1.3850931677018634,0.5962732919254659,7.565859899895366,5.349870840723387,35.85109289617486
1778,0.7358184745005935,47.86,9.6,10.98,43.8,158.0,5.0,236.0,19.0,31.6,1.4936708860759491,0.6582278481012658,8.273795755427592,5.850457084815324,65.0253787878788
1779,0.4699563961717385,81.36,7.06,6.1,35.5,189.0,8.0,230.0,5.0,23.625,1.216931216931217,0.6223404255319149,8.533102002626832,6.033814290613941,63.29333333333333
1780,0.4860492468539367,62.31,9.83,10.45,36.5,154.0,6.0,223.0,16.0,25.666666666666668,1.448051948051948,0.7012987012987013,8.702888011474107,6.153871128820449,91.84940411700975
